GENDER,WORK_COUNTRY,AGE,FLIGHT_COUNT,BP_SUM,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,avg_discount,Points_Sum,Point_NotFlight,GENDER_label,WORK_COUNTRY_label
Male,CN,46.0,12,9156,8986.0,1920.0,16580,320,35.0,139,0.705283474,9156,0,1,15
Male,JP,50.0,6,8407,3740.0,8724.0,12068,165,56.6,171,0.96896586,8407,0,1,35
Male,CN,35.0,5,12053,3400.0,5033.0,15756,283,37.5,111,0.7421414059999999,12053,0,1,15
Male,CN,35.0,13,8331,5142.0,5630.0,19466,172,46.58333333,180,0.6006442,8331,0,1,15
Male,TH,52.0,11,7556,3230.0,4748.0,18838,154,50.3,300,0.620607283,7556,0,1,74
Female,CN,39.0,13,9775,4086.0,5992.0,15963,10,58.25,213,0.73237612,9775,0,0,15
Female,CN,32.0,13,8258,4063.0,4855.0,17769,68,50.08333333,222,0.657912094,8258,0,0,15
Male,CN,48.0,11,11397,7406.0,3116.0,12601,259,42.2,140,0.927691453,11397,0,1,15
Female,CN,55.0,21,13229,1536.0,4823.0,14027,34,31.05,120,0.8333791970000001,13229,0,0,15
Male,CN,32.0,5,9186,7288.0,1513.0,18265,176,127.75,276,0.64,9186,0,1,15
Male,CN,37.0,13,8953,3545.0,3386.0,16633,43,54.0,215,0.702745145,8953,0,1,15
Male,CN,44.0,14,7760,2313.0,7685.0,16970,9,51.84615385,133,0.6887230409999999,8148,1,1,15
Male,CN,35.0,8,9244,4957.0,2125.0,17456,264,57.71428571,128,0.669493584,9244,0,1,15
Male,CN,36.0,15,10961,7276.0,3715.0,14725,120,40.42857143,223,0.793614941,10961,0,1,15
Female,CN,37.0,18,11200,4056.0,7411.0,13301,144,31.0,133,0.878452748,11200,0,0,15
Male,CN,49.0,17,8074,6768.0,4306.0,20901,38,32.875,151,0.558999569,8074,0,1,15
Female,CN,38.0,11,10492,11015.0,3403.0,15234,280,27.5,156,0.7669377709999999,10492,0,0,15
Male,HK,60.0,12,10071,5058.0,5646.0,17811,37,42.09090909,140,0.655923306,10071,0,1,27
Male,CN,40.0,13,10671,7938.0,3650.0,12482,196,44.58333333,165,0.93589569,10671,0,1,15
Male,KR,46.0,17,10228,6287.0,5970.0,16082,92,27.625,98,0.726349335,10228,0,1,39
Male,CN,42.0,8,6606,7495.0,2639.0,17523,72,75.85714286,225,0.6665764989999999,6606,0,1,15
Male,CN,38.0,13,6457,7819.0,2775.0,19493,155,47.25,168,0.599148925,6457,0,1,15
Male,CN,38.0,16,11271,1656.0,8865.0,15180,12,40.46666667,217,0.7693807640000001,11271,0,1,15
Male,CN,43.0,10,7197,270.0,8429.0,18750,46,70.11111111,234,0.6227936,7197,0,1,15
Female,CN,34.0,12,9490,2553.0,7944.0,19230,197,18.90909091,51,0.6072303689999999,9490,0,0,15
Male,CN,47.0,8,11055,4694.0,5233.0,15672,214,36.28571429,118,0.74505998,11055,0,1,15
Male,CN,40.0,14,8075,4129.0,5587.0,18915,2,55.53846154,125,0.617248216,8075,0,1,15
Male,CN,64.0,15,4172,1022.0,7946.0,24705,79,44.78571429,218,0.472573973,4172,0,1,15
Male,KR,35.0,8,7127,5525.0,3057.0,16613,30,96.71428571,218,0.702730994,7951,2,1,39
Male,CN,37.0,12,9188,5657.0,4424.0,15756,62,58.27272727,134,0.7409501140000001,9188,0,1,15
Male,CN,34.0,15,10981,5906.0,5732.0,14558,106,38.07142857,154,0.801839538,10981,0,1,15
Male,CN,52.0,4,9364,4100.0,3400.0,26680,293,130.6666667,353,0.4375,9364,0,1,15
Male,CN,55.0,14,9215,6887.0,2135.0,15775,126,46.30769231,239,0.739916323,9215,0,1,15
Male,CN,45.0,15,7971,5522.0,5617.0,18982,1,50.42857143,183,0.6149051729999999,8471,1,1,15
Male,CN,37.0,9,9676,7520.0,3519.0,14862,73,55.875,228,0.7853646879999999,9676,0,1,15
Female,CN,31.0,11,9193,0.0,8343.0,23028,10,64.8,173,0.506827775,9193,0,0,15
Male,CN,52.0,6,10659,690.0,9562.0,10912,262,58.2,203,1.069506048,10659,0,1,15
Female,CN,42.0,9,9340,4084.0,4847.0,17640,43,64.125,234,0.661531746,9340,0,0,15
Male,HK,41.0,14,9041,2813.0,7525.0,19547,68,31.76923077,105,0.596952985,9041,0,1,27
Female,CN,25.0,9,9852,1728.0,6318.0,15522,52,45.25,129,0.7516789070000001,9852,0,0,15
Male,CN,40.0,17,11516,7760.0,1307.0,16617,157,35.3125,159,0.702114702,11516,0,1,15
Male,CN,48.0,14,9336,4600.0,767.0,15923,217,38.23076923,151,0.732666583,9336,1,1,15
Male,CN,43.0,18,6786,8403.0,2271.0,24536,136,34.64705882,174,0.475454027,6786,0,1,15
Female,CN,42.0,9,10224,5015.0,5360.0,15621,69,61.75,146,0.74675949,10224,0,0,15
Female,CN,57.0,11,7564,5420.0,4341.0,20059,217,49.2,142,0.581486614,7564,0,0,15
Female,CN,41.0,14,10191,5510.0,5097.0,15620,18,47.84615385,225,0.746708707,10191,0,0,15
Male,CN,33.0,17,10878,8408.0,0.0,11922,375,18.5,49,0.978292233,10878,0,1,15
Male,CN,61.0,13,10464,1104.0,10036.0,12641,66,38.16666667,216,0.922555969,10464,0,1,15
Male,CN,53.0,9,10464,5809.0,4968.0,14417,111,46.25,174,0.808804883,10464,0,1,15
Male,CN,39.0,8,7157,8182.0,0.0,21727,443,33.42857143,113,0.53666636,7157,0,1,15
Female,CN,47.0,9,10355,0.0,10497.0,16916,83,25.625,71,0.68926874,10355,0,0,15
Male,CN,38.0,11,10130,6973.0,4320.0,12596,73,51.5,126,0.925615275,10130,0,1,15
Male,CN,34.0,6,11658,4380.0,5356.0,14085,214,79.0,208,0.827745829,11658,0,1,15
Male,JP,60.0,10,8252,14700.0,8600.0,15300,208,35.55555556,100,0.762,8252,0,1,35
Male,MO,42.0,14,8565,4929.0,4895.0,19911,13,42.61538462,172,0.5855160460000001,8565,0,1,45
Male,CN,39.0,11,8748,1952.0,4034.0,16344,10,51.7,184,0.7129717329999999,8748,0,1,15
Male,HK,35.0,8,6384,3342.0,5750.0,17072,15,86.57142857,211,0.6825,6384,0,1,27
Male,HK,46.0,9,11853,10931.0,0.0,14309,382,18.875,103,0.8141728979999999,11853,0,1,27
Male,CN,31.0,9,9454,800.0,7883.0,17803,106,47.75,162,0.654227939,9454,0,1,15
Male,CN,39.0,17,8613,3477.0,5221.0,17389,81,40.125,137,0.6697780210000001,8613,0,1,15
Male,CN,32.0,14,9069,7478.0,3872.0,17566,48,49.30769231,206,0.662957418,9069,0,1,15
Male,CN,47.0,13,8503,4065.0,6862.0,21101,48,35.75,203,0.551731671,8503,0,1,15
Male,MY,39.0,6,7046,8365.0,1600.0,15261,364,24.4,58,0.7627383529999999,7046,0,1,49
Male,CN,41.0,11,9347,10382.0,0.0,17061,479,24.6,82,0.682263642,9347,0,1,15
Male,CN,39.0,9,11525,0.0,2456.0,13039,29,85.625,444,0.892708797,11525,0,1,15
Male,CN,32.0,15,12328,0.0,11980.0,16672,1,25.57142857,75,0.698096209,12328,0,1,15
Male,CN,44.0,13,9506,6605.0,4161.0,17696,32,48.41666667,130,0.657662184,9506,0,1,15
Male,CN,31.0,14,10488,0.0,7968.0,15103,33,42.23076923,324,0.7705634640000001,10488,0,1,15
Male,CN,34.0,13,8902,6706.0,4697.0,16031,15,58.66666667,286,0.725947227,8902,0,1,15
Male,CN,36.0,12,10075,5420.0,6485.0,14468,70,44.36363636,120,0.804365496,10075,0,1,15
Female,CN,39.0,10,8368,4129.0,6686.0,18193,8,78.11111111,267,0.639663057,8368,0,0,15
Female,CN,41.0,9,9223,768.0,9728.0,16126,25,45.25,144,0.721499442,9223,0,0,15
Male,HK,55.0,13,10854,9547.0,3616.0,13323,76,50.41666667,182,0.873292802,10854,0,1,27
Female,CN,48.0,4,6430,0.0,6596.0,15968,283,23.66666667,69,0.7285821640000001,6430,0,0,15
Male,CN,56.0,12,9821,5863.0,4949.0,14857,129,46.36363636,123,0.782995894,9821,0,1,15
Male,CN,46.0,12,8643,4734.0,5997.0,17740,132,53.36363636,225,0.655681511,8643,0,1,15
Male,CN,47.0,11,11878,0.0,10775.0,14753,5,10.6,44,0.788403037,11878,0,1,15
Female,CN,28.0,8,10363,0.0,4453.0,14070,100,47.71428571,102,0.8266709309999999,10363,0,0,15
Male,CN,63.0,8,6384,2271.0,7410.0,17072,10,85.57142857,226,0.68125,6384,0,1,15
Male,CN,25.0,3,6274,6349.0,0.0,15962,399,42.5,85,0.7284895379999999,6274,0,1,15
Female,CN,40.0,9,8717,5852.0,4367.0,20454,3,75.875,353,0.568312799,8717,0,0,15
Male,CN,35.0,11,10427,4020.0,6705.0,13829,178,26.4,69,0.84042664,10427,0,1,15
Male,CN,39.0,28,12808,10842.0,6336.0,14073,48,25.2962963,221,0.825757124,12808,0,1,15
Female,US,46.0,2,9304,3850.0,0.0,24464,371,42.0,42,0.475,9304,0,0,80
Male,AU,48.0,3,6477,5660.0,0.0,16507,377,16.0,23,0.7039619559999999,6477,0,1,5
Female,CN,36.0,10,9489,4125.0,5215.0,15815,87,48.77777778,128,0.7345791970000001,9489,0,0,15
Male,CN,48.0,17,10530,2975.0,8325.0,15267,4,43.8125,308,0.7609288009999999,10530,0,1,15
Male,HK,51.0,10,11602,4256.0,4894.0,12658,95,62.77777778,122,0.917641808,11602,0,1,27
Male,CN,49.0,12,11059,6165.0,4564.0,14968,31,56.45454545,150,0.776013495,11059,0,1,15
Female,CN,27.0,10,6997,8420.0,923.0,24848,196,44.44444444,241,0.467438023,6997,0,0,15
Male,CN,40.0,22,9752,3384.0,9218.0,19945,34,26.38095238,99,0.582329406,9752,0,1,15
Male,CN,46.0,12,6472,4462.0,5796.0,23086,123,54.45454545,182,0.503018279,6472,0,1,15
Male,CN,54.0,12,10033,6893.0,0.0,15862,422,23.0,135,0.732101879,10033,0,1,15
Male,CN,37.0,11,9668,7442.0,3591.0,15511,28,70.1,243,0.74860744,9668,0,1,15
Female,CN,45.0,11,7987,3585.0,6126.0,16569,101,62.7,246,0.700775545,7987,0,0,15
Male,CN,42.0,11,8702,6611.0,676.0,17437,34,57.9,379,0.665848483,8702,0,1,15
Male,KR,50.0,7,7005,3120.0,10170.0,16254,55,62.83333333,181,0.7142857140000001,7005,0,1,39
Male,CN,51.0,16,8281,3263.0,5132.0,19973,28,41.66666667,284,0.581197116,8281,0,1,15
Male,CN,45.0,12,11204,2368.0,9035.0,18724,31,43.09090909,156,0.619944456,11204,0,1,15
Female,CN,41.0,13,9775,6315.0,5551.0,20084,49,49.0,215,0.577910775,9775,0,0,15
Male,CN,50.0,16,9501,9879.0,2477.0,15459,115,38.46666667,146,0.750781422,9501,0,1,15
Male,CN,35.0,14,10142,7962.0,4071.0,15730,3,55.69230769,248,0.737823268,10142,0,1,15
Male,CN,47.0,17,8460,8051.0,2285.0,16479,11,41.3125,138,0.704262395,8460,0,1,15
Female,CN,49.0,6,10583,4570.0,3400.0,15973,179,88.8,212,0.726462155,10583,0,0,15
Male,CN,33.0,12,10032,3231.0,7145.0,17825,90,39.18181818,133,0.65097223,10032,0,1,15
Male,CN,54.0,16,6699,1048.0,7203.0,22135,13,41.6,291,0.524182065,6699,0,1,15
Male,CN,38.0,10,11418,7426.0,1565.0,14814,148,63.44444444,158,0.783172674,11418,0,1,15
Male,CN,56.0,11,11074,0.0,10691.0,14532,12,28.7,134,0.798337462,11074,0,1,15
Male,CN,37.0,10,10658,3980.0,5635.0,14393,68,71.66666667,205,0.8060369620000001,10658,0,1,15
Female,CN,32.0,14,12925,890.0,11360.0,12544,19,28.61538462,102,0.924784758,12925,0,0,15
Male,CN,41.0,17,7976,2835.0,6598.0,30592,85,30.5625,128,0.379106629,7976,0,1,15
Male,CN,47.0,13,8016,2451.0,5085.0,20260,96,37.75,157,0.572439289,10480,1,1,15
Male,CN,50.0,6,8576,1664.0,5587.0,20222,129,50.0,214,0.573467016,8576,0,1,15
Female,CN,52.0,13,9464,7961.0,900.0,15075,243,39.58333333,144,0.7692636820000001,9464,0,0,15
Male,CN,41.0,7,9319,2387.0,6102.0,24483,23,117.3333333,300,0.473622514,9319,0,1,15
Female,CN,47.0,8,9030,4588.0,3338.0,18103,200,69.42857143,172,0.64050047,9030,0,0,15
Male,CN,39.0,14,7927,9379.0,1622.0,19085,141,45.07692308,151,0.6075216139999999,7927,0,1,15
Female,AU,30.0,3,6200,3100.0,3319.0,15896,208,87.0,174,0.729391042,6200,0,0,5
Male,CN,48.0,12,10718,6961.0,2992.0,15001,63,59.90909091,158,0.7728984729999999,10718,0,1,15
Female,CN,43.0,3,12044,396.0,9700.0,13366,259,106.5,145,0.867397875,12044,0,0,15
Female,CN,32.0,13,11392,10470.0,699.0,15978,306,30.91666667,230,0.725553887,11392,0,0,15
Male,CN,51.0,11,8451,6240.0,4096.0,18391,15,69.6,273,0.630298516,8451,0,1,15
Male,TW,37.0,7,8431,7448.0,1750.0,13996,97,83.16666667,315,0.828148042,8431,0,1,77
Male,CN,32.0,9,11596,5330.0,5824.0,15382,57,56.125,173,0.753450787,11596,0,1,15
Male,CN,40.0,8,11153,4953.0,7202.0,16314,83,42.42857143,131,0.7103996570000001,11153,0,1,15
Male,CN,31.0,17,9796,5947.0,5601.0,15542,6,44.5,180,0.7456537129999999,9796,0,1,15
Male,CN,38.0,8,10880,0.0,10113.0,14422,4,38.85714286,149,0.803511302,10880,0,1,15
Female,CN,38.0,6,9408,4342.0,4327.0,16700,32,76.4,187,0.6939017959999999,9408,0,0,15
Male,CN,43.0,12,11778,2040.0,7799.0,13689,15,56.18181818,325,0.8464840379999999,11778,0,1,15
Male,CN,53.0,8,10498,8950.0,2400.0,15048,68,85.57142857,320,0.77,10498,0,1,15
Male,CN,48.0,11,11691,0.0,0.0,14905,179,40.4,204,0.777272727,11691,0,1,15
Male,CN,37.0,15,10774,2201.0,6625.0,14117,12,48.0,177,0.8206304459999999,10774,0,1,15
Male,CN,46.0,8,10371,0.0,10218.0,15097,8,17.85714286,60,0.767256409,10371,0,1,15
Female,CN,36.0,17,6471,650.0,4725.0,22400,25,38.1875,147,0.517013839,6471,0,0,15
Male,CN,56.0,11,10039,5680.0,5492.0,16098,258,28.0,126,0.7194055159999999,10039,0,1,15
Female,CN,49.0,10,7366,7135.0,2620.0,20617,105,62.88888889,180,0.561675802,7366,0,0,15
Female,CN,34.0,9,11091,3584.0,1792.0,13299,48,84.875,197,0.870576735,11091,1,0,15
Female,CN,49.0,10,9396,2207.0,534.0,17862,177,57.33333333,154,0.648134028,9396,0,0,15
Female,CN,37.0,13,7080,6363.0,0.0,18413,216,42.83333333,160,0.628716124,7080,0,0,15
Male,SG,46.0,7,9707,5985.0,1830.0,15600,353,54.83333333,215,0.742038462,9707,0,1,69
Male,CN,46.0,11,7683,5352.0,3831.0,19212,62,57.4,151,0.602519779,7683,0,1,15
Female,CN,37.0,17,8548,4921.0,6384.0,19576,178,30.375,129,0.5912724770000001,8548,0,0,15
Male,CN,40.0,9,8126,3923.0,6209.0,16333,173,47.375,175,0.708670789,8126,0,1,15
Male,CN,35.0,11,8714,765.0,9537.0,21010,27,35.6,95,0.550909091,8714,0,1,15
Female,CN,43.0,11,9253,2701.0,7136.0,18095,84,49.7,243,0.639634706,9253,0,0,15
Male,CN,43.0,6,11699,0.0,9445.0,17521,10,65.8,182,0.660381828,11699,0,1,15
Male,CN,34.0,9,11476,4691.0,5618.0,15444,7,85.875,240,0.749077312,11476,0,1,15
Male,CN,44.0,15,11084,0.0,360.0,15680,75,45.64285714,183,0.73776148,11084,0,1,15
Male,CN,48.0,16,9417,4930.0,3237.0,17691,29,43.93333333,168,0.653816065,9417,0,1,15
Female,CN,35.0,11,6949,8130.0,2406.0,17658,74,58.1,362,0.65502152,6949,0,0,15
Female,CN,29.0,11,10716,4944.0,4848.0,16401,271,19.1,60,0.705158222,10716,0,0,15
Male,CN,43.0,12,9390,6612.0,3164.0,19223,1,63.27272727,271,0.601594964,9390,0,1,15
Male,CN,38.0,9,11126,0.0,8444.0,13743,20,39.625,211,0.84138616,11126,0,1,15
Female,CN,44.0,7,8517,4521.0,4602.0,16647,41,93.83333333,345,0.694591218,9184,1,0,15
Male,CN,35.0,11,7053,4545.0,6230.0,17157,296,14.2,51,0.6739418309999999,7053,0,1,15
Male,CN,41.0,11,10461,10824.0,0.0,14913,380,30.1,57,0.775350365,10461,0,1,15
Male,CN,43.0,15,11647,9434.0,930.0,14233,177,32.85714286,196,0.812243378,11647,0,1,15
Male,CN,38.0,9,8596,8352.0,1020.0,16441,329,48.875,209,0.7031232890000001,8596,0,1,15
Female,CN,46.0,11,10116,6275.0,4344.0,12729,7,60.0,122,0.908031267,10116,0,0,15
Male,CN,59.0,2,10553,0.0,6600.0,15208,177,10.0,10,0.76000263,14053,2,1,15
Male,CN,43.0,11,9036,5487.0,4493.0,16907,166,46.5,366,0.6835701190000001,9036,0,1,15
Male,CN,35.0,16,5988,700.0,6866.0,23106,28,26.53333333,87,0.500154938,6736,1,1,15
Male,CN,38.0,18,7689,6083.0,4471.0,17377,63,36.88235294,102,0.6647971460000001,7689,0,1,15
Male,CN,55.0,9,11174,0.0,10048.0,10964,204,10.125,24,1.053597227,11174,0,1,15
Female,CN,52.0,15,8439,2637.0,7373.0,17474,37,30.57142857,121,0.66102724,8439,0,0,15
Male,CN,46.0,14,7681,7394.0,3326.0,19062,139,42.23076923,165,0.605871892,7681,0,1,15
Male,HK,61.0,3,10560,9455.0,0.0,10504,577,29.5,55,1.09946687,10560,0,1,27
Male,CN,35.0,14,7235,10019.0,590.0,20336,340,21.0,82,0.567877164,7235,0,1,15
Male,CN,50.0,9,11277,0.0,7075.0,15126,67,35.5,120,0.763404072,11277,0,1,15
Male,CN,35.0,10,11076,0.0,11399.0,11904,1,34.0,102,0.969762265,11076,0,1,15
Male,CN,38.0,11,10563,6767.0,4187.0,15094,1,59.1,138,0.764783358,10563,0,1,15
Male,CN,39.0,18,8492,2961.0,7572.0,20460,21,31.17647059,78,0.564194037,8800,1,1,15
Male,CN,38.0,21,6179,6633.0,5011.0,22722,13,35.4,132,0.507999736,6179,0,1,15
Male,SG,62.0,8,6377,5314.0,4658.0,21375,128,63.42857143,212,0.540012164,6377,0,1,69
Male,CN,50.0,15,8986,0.0,7072.0,16053,17,31.07142857,174,0.719035071,8986,0,1,15
Male,CN,36.0,10,7200,8665.0,5797.0,16876,46,63.33333333,115,0.683959469,7200,0,1,15
Male,CN,54.0,12,7460,5549.0,5257.0,20921,11,62.72727273,153,0.551716457,7460,0,1,15
Male,CN,38.0,11,10601,4527.0,6608.0,14761,28,50.9,261,0.7819483770000001,10601,0,1,15
Male,CN,45.0,6,11184,9880.0,0.0,13118,372,48.6,92,0.879714896,11184,0,1,15
Male,CN,54.0,14,8689,7010.0,4091.0,18591,75,48.0,219,0.6206659139999999,8689,0,1,15
Male,CN,31.0,13,7387,8567.0,1347.0,18617,136,42.0,180,0.619750765,7387,0,1,15
Male,CN,42.0,23,9503,11794.0,1570.0,16553,319,18.27272727,49,0.6969854409999999,9503,0,1,15
Female,CN,65.0,7,9883,2725.0,9653.0,15445,235,60.33333333,341,0.7469575909999999,9883,0,0,15
Male,CN,35.0,13,8720,2025.0,3271.0,17313,276,15.91666667,55,0.666351874,8720,0,1,15
Male,CN,56.0,3,6198,6298.0,0.0,15651,406,30.0,60,0.737004025,6198,0,1,15
Male,CN,35.0,5,11508,4554.0,4199.0,14202,242,86.75,245,0.812194057,14084,1,1,15
Male,CN,43.0,12,9042,3487.0,7374.0,16198,164,36.0,217,0.712040375,9042,0,1,15
Male,CN,32.0,7,11407,0.0,9237.0,14525,160,31.0,68,0.7940096390000001,12907,1,1,15
Male,CN,36.0,20,7343,3022.0,8062.0,24053,65,33.94736842,219,0.479420447,7343,0,1,15
Male,CN,35.0,9,8183,6270.0,3829.0,15187,175,66.125,151,0.759200632,8183,0,1,15
Female,CN,62.0,16,9623,4863.0,6185.0,14276,45,40.2,146,0.80752942,9623,0,0,15
Male,CN,49.0,9,10097,0.0,10206.0,18148,107,27.75,98,0.635173573,10097,0,1,15
Female,CN,54.0,7,11824,7702.0,2696.0,14043,298,65.0,308,0.820742007,11824,0,0,15
Male,CN,37.0,15,11989,8301.0,4211.0,10922,9,39.0,150,1.055069584,11989,0,1,15
Female,CN,35.0,6,10328,3462.0,2856.0,13894,42,101.4,346,0.8293579959999999,10328,0,0,15
Male,CN,40.0,12,7037,3415.0,12988.0,15329,45,37.63636364,123,0.751715702,7037,0,1,15
Male,MY,43.0,10,8642,5311.0,2012.0,21719,104,69.44444444,210,0.5305147570000001,8642,0,1,49
Male,CN,38.0,12,8403,2761.0,7984.0,17147,197,27.72727273,91,0.671957777,8403,0,1,15
Male,CN,51.0,15,8927,9300.0,1959.0,15406,71,45.35714286,169,0.7478793979999999,8927,0,1,15
Female,CN,24.0,8,11210,4903.0,5066.0,18262,177,39.14285714,93,0.630895302,11210,0,0,15
Male,CN,53.0,9,8193,7081.0,3405.0,18350,117,58.25,314,0.62780654,8193,0,1,15
Male,CN,29.0,3,10753,5998.0,0.0,15588,458,22.0,44,0.739017193,10753,0,1,15
Female,CN,26.0,11,7921,2756.0,5740.0,17920,56,35.4,101,0.64283817,8791,2,0,15
Male,CN,39.0,12,7997,7457.0,4190.0,14580,271,39.63636364,82,0.7900960220000001,7997,0,1,15
Male,CN,51.0,14,8774,3232.0,7804.0,19962,38,51.15384615,334,0.577070935,8774,0,1,15
Male,JP,29.0,10,8508,12626.0,0.0,17846,385,34.0,226,0.6454583660000001,8508,0,1,35
Male,CN,26.0,18,7923,2694.0,8560.0,20994,7,31.64705882,84,0.548632466,7923,0,1,15
Male,CN,26.0,8,11298,0.0,10530.0,13712,144,9.714285714,19,0.839667445,11298,0,1,15
Male,CN,42.0,12,10273,3092.0,3498.0,15838,103,45.09090909,201,0.726925748,10273,0,1,15
Male,CN,41.0,11,8756,1638.0,6923.0,16506,16,71.3,214,0.6973870109999999,9256,1,1,15
Male,CN,37.0,7,9460,4149.0,6535.0,16149,125,55.0,185,0.7126806609999999,10284,2,1,15
Female,CN,44.0,10,8114,10801.0,0.0,16825,369,39.33333333,146,0.683994056,8114,0,0,15
Male,CN,45.0,8,9657,5585.0,4232.0,14488,199,73.42857143,211,0.794260077,9657,0,1,15
Male,CN,41.0,12,9912,8573.0,1957.0,15442,225,30.81818182,122,0.745152182,9912,0,1,15
Female,CN,59.0,7,6878,5650.0,0.0,23877,540,23.66666667,92,0.481907275,6878,0,0,15
Male,CN,49.0,20,8819,5827.0,6594.0,16851,8,36.47368421,104,0.682822978,8819,0,1,15
Male,CN,31.0,16,9415,9001.0,0.0,16310,282,29.73333333,132,0.705421214,9415,0,1,15
Male,CN,44.0,13,8156,5799.0,4073.0,17754,32,49.75,204,0.6479452520000001,8156,0,1,15
Male,CN,41.0,9,8649,5236.0,4637.0,19222,89,74.75,178,0.598422641,8649,0,1,15
Male,CN,43.0,16,10569,1343.0,9789.0,15078,19,46.46666667,390,0.762879029,10569,0,1,15
Male,CN,53.0,15,9077,4609.0,6341.0,18086,7,50.35714286,188,0.635949353,9177,1,1,15
Male,CN,34.0,14,8593,844.0,9212.0,18304,23,26.46153846,72,0.628364838,10290,1,1,15
Male,CN,35.0,14,10158,1590.0,2440.0,16199,19,47.76923077,149,0.70998395,10158,0,1,15
Female,CN,45.0,7,10167,3975.0,5758.0,14429,254,51.66666667,127,0.797035831,10167,0,0,15
Male,CN,36.0,19,10710,1863.0,9152.0,15551,38,27.88888889,97,0.7395093559999999,10710,0,1,15
Female,CN,52.0,26,7124,3664.0,5965.0,21994,26,24.76,106,0.522840775,7124,0,0,15
Male,CN,53.0,21,10068,9078.0,3059.0,17169,93,29.65,156,0.669694799,10068,0,1,15
Male,CN,43.0,15,7415,11138.0,0.0,18459,550,11.78571429,24,0.622831681,15415,2,1,15
Female,CN,31.0,7,8996,0.0,9060.0,15027,18,15.66666667,46,0.7650741999999999,8996,0,0,15
Female,CN,22.0,8,8320,5343.0,3150.0,18729,41,87.28571429,216,0.613836831,8320,0,0,15
Male,CN,60.0,4,5998,4700.0,798.0,17453,188,119.6666667,322,0.658673008,7498,1,1,15
Female,CN,57.0,4,5998,4700.0,798.0,17453,188,119.6666667,322,0.658673008,5998,0,0,15
Male,CN,47.0,18,9182,6230.0,5379.0,14709,41,40.05882353,184,0.781542593,9182,0,1,15
Male,CN,29.0,4,9850,8820.0,0.0,14596,381,116.6666667,341,0.7875,9850,0,1,15
Male,CN,52.0,14,10859,4735.0,6081.0,13149,63,50.61538462,213,0.87403833,10859,0,1,15
Male,CN,31.0,8,9317,6535.0,2646.0,15505,28,79.42857143,316,0.741151242,9317,0,1,15
Male,CN,36.0,16,8093,3699.0,5718.0,17868,254,24.93333333,85,0.64312458,8093,0,1,15
Male,AU,57.0,4,7058,5528.0,0.0,18039,571,8.0,19,0.6370253339999999,7058,0,1,5
Male,CN,38.0,24,8108,2754.0,2268.0,18256,1,21.04347826,90,0.6292933829999999,8108,0,1,15
Male,CN,40.0,16,10395,3519.0,8995.0,13616,101,35.2,95,0.84371181,10895,1,1,15
Female,CN,56.0,9,11027,3058.0,6831.0,14268,60,81.5,243,0.805068685,11027,0,0,15
Female,CN,40.0,13,9283,6296.0,3999.0,21033,123,43.16666667,154,0.5461123,9283,0,0,15
Male,HK,37.0,9,8628,4408.0,5933.0,15925,66,67.75,286,0.721254003,8628,0,1,27
Male,SG,60.0,7,7350,2143.0,4750.0,19754,3,105.3333333,364,0.581428571,7350,0,1,69
Male,CN,35.0,13,9538,1995.0,4569.0,17328,25,49.08333333,176,0.6628231760000001,9538,0,1,15
Female,CN,53.0,11,10412,1505.0,4828.0,14459,61,41.9,107,0.79424234,10412,0,0,15
Female,CN,56.0,16,6217,3168.0,4707.0,22796,52,42.2,136,0.503705475,6217,0,0,15
Male,CN,35.0,11,9819,0.0,10672.0,14429,69,29.7,62,0.795770324,9819,0,1,15
Male,CN,48.0,14,7854,0.0,11636.0,19196,10,23.23076923,77,0.598149615,10354,2,1,15
Male,CN,32.0,13,10613,0.0,10863.0,14333,115,16.66666667,47,0.8010290940000001,10613,0,1,15
Male,CN,29.0,13,11174,5750.0,5447.0,14949,9,48.08333333,213,0.76798515,11174,0,1,15
Male,SG,48.0,12,9303,1590.0,8970.0,14594,67,60.18181818,200,0.78663903,9303,0,1,69
Female,CN,38.0,10,10445,5723.0,5075.0,13617,272,48.11111111,158,0.8430674890000001,10445,0,0,15
Female,CN,46.0,12,10451,5582.0,5290.0,13122,136,47.90909091,132,0.8748597770000001,10751,1,0,15
Male,AU,43.0,4,11029,0.0,8616.0,15226,28,4.333333333,6,0.75395245,11029,0,1,5
Male,CN,31.0,13,7228,5202.0,2451.0,19189,107,42.83333333,141,0.598203137,7228,0,1,15
Female,CN,37.0,12,7896,7276.0,3600.0,18252,276,20.90909091,82,0.62889382,8396,1,0,15
Male,CN,31.0,16,6294,0.0,3599.0,21959,10,39.53333333,138,0.522721435,6294,0,1,15
Female,CN,34.0,10,8286,7898.0,2507.0,19257,23,59.44444444,244,0.596062211,8286,0,0,15
Male,KR,45.0,14,8633,12200.0,7335.0,15088,40,52.69230769,247,0.7607568929999999,8633,0,1,39
Female,AU,29.0,4,6550,3000.0,3248.0,16725,351,5.333333333,13,0.6862690579999999,6550,0,0,5
Male,CN,39.0,11,9309,3988.0,5687.0,15516,108,51.6,139,0.739719,9309,0,1,15
Male,CN,43.0,20,7582,6188.0,4677.0,22508,87,33.84210526,132,0.509928026,7582,0,1,15
Male,CN,38.0,7,10063,5000.0,5065.0,13997,164,89.33333333,164,0.819882832,10063,0,1,15
